1.002704,0.267857,7.64042
0.884580,0.678571,6.6572
0.796339,0.705357,5.93214
0.730650,0.723214,5.37368
0.679826,0.723214,4.97418
0.639691,0.732143,4.63794
0.607024,0.741071,4.38309
0.579808,0.767857,4.1728
0.556694,0.785714,3.99289
0.536558,0.785714,3.84521
0.518862,0.785714,3.70922
0.503061,0.812500,3.58851
0.488790,0.821429,3.48698
0.475887,0.830357,3.39039
0.464116,0.848214,3.29973
0.453277,0.857143,3.22135
0.443265,0.875000,3.14515
0.433972,0.875000,3.08533
0.425335,0.875000,3.01334
0.417256,0.875000,2.95795
0.409689,0.875000,2.90599
0.402594,0.875000,2.85138
0.395919,0.883929,2.80107
0.389625,0.883929,2.7564
0.383675,0.892857,2.71591
0.378034,0.892857,2.6703
0.372685,0.892857,2.63412
0.367604,0.892857,2.60145
0.362764,0.901786,2.56184
0.358155,0.901786,2.52989
0.353762,0.901786,2.49846
0.349557,0.901786,2.46858
0.345527,0.901786,2.44078
0.341663,0.910714,2.41057
0.337970,0.910714,2.38708
0.334408,0.910714,2.36439
0.330992,0.910714,2.33257
0.327712,0.910714,2.31193
0.324541,0.910714,2.28937
0.321484,0.919643,2.26599
0.318531,0.919643,2.24395
0.315677,0.919643,2.2227
0.312923,0.919643,2.20566
0.310254,0.919643,2.18772
0.307668,0.919643,2.16664
0.305158,0.919643,2.15011
0.302723,0.919643,2.13278
0.300355,0.919643,2.115
0.298057,0.919643,2.10158
0.295822,0.919643,2.08238
0.293649,0.919643,2.06663
0.291534,0.919643,2.05153
0.289466,0.919643,2.03888
0.287456,0.919643,2.02287
0.285491,0.919643,2.01163
0.283571,0.919643,2.00186
0.281696,0.919643,1.98048
0.279861,0.919643,1.97019
0.278066,0.919643,1.95479
0.276304,0.919643,1.94627
0.274581,0.919643,1.93264
0.272887,0.919643,1.92079
0.271223,0.919643,1.91035
0.269591,0.919643,1.89977
0.267989,0.919643,1.88582
0.266415,0.919643,1.88219
0.264867,0.919643,1.86849
0.263350,0.928571,1.85164
0.261853,0.928571,1.84114
0.260382,0.928571,1.83484
0.258932,0.928571,1.82604
0.257502,0.928571,1.81128
0.256094,0.928571,1.80055
0.254708,0.928571,1.79085
0.253340,0.928571,1.78856
0.251989,0.928571,1.77308
0.250655,0.928571,1.763
0.249337,0.928571,1.75559
0.248039,0.928571,1.74506
0.246759,0.928571,1.73578
0.245495,0.928571,1.72837
0.244244,0.928571,1.71763
0.243010,0.928571,1.71175
0.241790,0.928571,1.70254
0.240585,0.928571,1.69447
0.239392,0.928571,1.68306
0.238214,0.928571,1.67618
0.237048,0.928571,1.66832
0.235889,0.928571,1.65977
0.234745,0.928571,1.65155
0.233608,0.928571,1.64306
0.232479,0.928571,1.635
0.231361,0.928571,1.62619
0.230256,0.937500,1.61905
0.229162,0.937500,1.6102
0.228078,0.937500,1.60448
0.227004,0.937500,1.59586
0.225938,0.937500,1.59095
0.224883,0.937500,1.58103
0.223836,0.937500,1.57551
0.222798,0.937500,1.56619
0.221764,0.937500,1.56145
0.220737,0.937500,1.55124
0.219711,0.937500,1.54627
0.218693,0.937500,1.53867
0.217685,0.937500,1.53017
0.216682,0.937500,1.52389
0.215685,0.937500,1.51636
0.214696,0.937500,1.50972
0.213714,0.937500,1.50523
0.212739,0.937500,1.49476
0.211772,0.937500,1.48925
0.210811,0.937500,1.48273
0.209858,0.937500,1.47552
0.208911,0.937500,1.46926
0.207968,0.937500,1.4624
