0.207034,0.937500,1.45499
0.206108,0.937500,1.4487
0.205186,0.937500,1.4433
0.204270,0.937500,1.43862
0.203363,0.937500,1.43358
0.202462,0.937500,1.42686
0.201570,0.937500,1.41873
0.200683,0.937500,1.41101
0.199803,0.937500,1.40703
0.198927,0.937500,1.39826
0.198056,0.937500,1.3923
0.197191,0.937500,1.38543
0.196333,0.937500,1.38295
0.195477,0.937500,1.37519
0.194631,0.937500,1.36897
0.193788,0.937500,1.36474
0.192953,0.937500,1.35643
0.192126,0.937500,1.35048
0.191304,0.937500,1.34428
0.190487,0.937500,1.33941
0.189676,0.937500,1.3319
0.188870,0.937500,1.32702
0.188068,0.937500,1.32619
0.187271,0.937500,1.31674
0.186479,0.937500,1.31012
0.185691,0.946429,1.30528
0.184909,0.946429,1.29909
0.184133,0.946429,1.29457
0.183361,0.946429,1.28984
0.182592,0.946429,1.28313
0.181830,0.946429,1.27851
0.181072,0.946429,1.27389
0.180318,0.946429,1.26904
0.179569,0.946429,1.26252
0.178825,0.946429,1.2561
0.178085,0.946429,1.25328
0.177352,0.946429,1.24702
0.176622,0.946429,1.24245
0.175895,0.946429,1.23689
0.175174,0.946429,1.23183
0.174460,0.946429,1.22586
0.173747,0.946429,1.22301
0.173042,0.955357,1.21707
0.172342,0.955357,1.21297
0.171642,0.955357,1.20691
0.170949,0.955357,1.20234
0.170258,0.955357,1.19817
0.169570,0.955357,1.19315
0.168887,0.955357,1.18738
0.168209,0.955357,1.18137
0.167535,0.955357,1.17774
0.166865,0.955357,1.17328
0.166199,0.955357,1.16863
0.165536,0.955357,1.16444
0.164874,0.955357,1.15814
0.164217,0.955357,1.15303
0.163564,0.955357,1.14948
0.162915,0.955357,1.1477
0.162270,0.955357,1.14047
0.161630,0.955357,1.13735
0.160994,0.955357,1.13154
0.160361,0.955357,1.12731
0.159733,0.955357,1.12291
0.159109,0.955357,1.11732
0.158491,0.955357,1.1141
0.157874,0.955357,1.11198
0.157262,0.955357,1.10777
0.156657,0.955357,1.1085
0.156055,0.955357,1.09731
0.155457,0.955357,1.09436
0.154865,0.955357,1.08852
0.154274,0.955357,1.08698
0.153688,0.955357,1.0825
0.153100,0.955357,1.07609
0.152517,0.955357,1.07223
0.151939,0.955357,1.07198
0.151364,0.955357,1.06535
0.150791,0.955357,1.06038
0.150224,0.964286,1.05837
0.149660,0.964286,1.0509
0.149099,0.964286,1.0496
0.148542,0.964286,1.04526
0.147988,0.964286,1.04164
0.147438,0.964286,1.03545
