1.145698,0.205357
1.120601,0.232143
1.096542,0.223214
1.073490,0.232143
1.051414,0.250000
1.030281,0.250000
1.010060,0.267857
0.990717,0.303571
0.972219,0.428571
0.954532,0.473214
0.937624,0.526786
0.921460,0.562500
0.906007,0.598214
0.891233,0.633929
0.877108,0.687500
0.863600,0.696429
0.850679,0.705357
0.838316,0.705357
0.826484,0.705357
0.815156,0.705357
0.804307,0.705357
0.793910,0.705357
0.783943,0.705357
0.774384,0.705357
0.765210,0.714286
0.756402,0.714286
0.747940,0.714286
0.739806,0.714286
0.731986,0.714286
0.724460,0.714286
0.717213,0.714286
0.710231,0.714286
0.703500,0.714286
0.697008,0.714286
0.690741,0.714286
0.684689,0.723214
0.678841,0.723214
0.673185,0.723214
0.667714,0.723214
0.662416,0.723214
0.657284,0.732143
0.652309,0.732143
0.647485,0.732143
0.642804,0.732143
0.638258,0.732143
0.633843,0.732143
0.629551,0.732143
0.625377,0.732143
0.621316,0.732143
0.617362,0.732143
0.613511,0.732143
0.609759,0.732143
0.606101,0.741071
0.602532,0.741071
0.599050,0.741071
0.595650,0.741071
0.592329,0.741071
0.589085,0.750000
0.585913,0.750000
0.582810,0.750000
0.579775,0.750000
0.576804,0.750000
0.573896,0.750000
0.571047,0.750000
0.568255,0.750000
0.565518,0.758929
0.562835,0.758929
0.560203,0.758929
0.557621,0.758929
0.555087,0.758929
0.552598,0.758929
0.550155,0.758929
0.547754,0.758929
0.545396,0.758929
0.543077,0.767857
0.540798,0.767857
0.538556,0.767857
0.536351,0.776786
0.534182,0.776786
0.532048,0.776786
0.529947,0.776786
0.527878,0.776786
0.525841,0.776786
0.523834,0.776786
0.521857,0.785714
0.519909,0.794643
0.517989,0.794643
0.516096,0.794643
0.514230,0.794643
0.512390,0.794643
0.510575,0.794643
0.508784,0.794643
0.507017,0.794643
0.505273,0.794643
0.503553,0.794643
0.501854,0.794643
0.500176,0.794643
0.498521,0.794643
0.496885,0.794643
0.495270,0.794643
0.493674,0.794643
0.492098,0.794643
0.490540,0.803571
0.489001,0.803571
0.487479,0.803571
0.485976,0.803571
0.484489,0.803571
0.483019,0.803571
0.481566,0.803571
0.480129,0.803571
0.478707,0.803571
0.477302,0.812500
0.475911,0.812500
0.474535,0.812500
0.473173,0.812500
0.471826,0.812500
0.470493,0.812500
0.469173,0.812500
0.467867,0.821429
0.466574,0.821429
0.465293,0.821429
0.464026,0.812500
0.462771,0.812500
0.461528,0.812500
0.460298,0.812500
0.459079,0.812500
0.457873,0.812500
0.456677,0.812500
0.455493,0.812500
0.454320,0.812500
0.453158,0.821429
0.452007,0.821429
0.450867,0.821429
0.449736,0.821429
0.448616,0.830357
0.447506,0.830357
0.446406,0.830357
0.445316,0.830357
0.444235,0.830357
0.443163,0.830357
0.442101,0.830357
0.441047,0.830357
0.440003,0.830357
0.438967,0.839286
0.437940,0.839286
0.436922,0.839286
0.435912,0.839286
0.434911,0.839286
0.433918,0.839286
0.432933,0.839286
0.431956,0.839286
0.430987,0.848214
0.430026,0.848214
0.429072,0.848214
0.428127,0.848214
0.427188,0.848214
0.426256,0.848214
0.425332,0.848214
0.424415,0.848214
0.423505,0.848214
0.422602,0.848214
0.421707,0.848214
0.420817,0.848214
0.419935,0.848214
0.419060,0.839286
0.418192,0.839286
0.417329,0.839286
0.416473,0.839286
0.415624,0.839286
0.414781,0.839286
0.413943,0.839286
0.413112,0.839286
0.412287,0.839286
0.411468,0.839286
0.410654,0.839286
0.409846,0.839286
0.409044,0.839286
0.408248,0.839286
0.407457,0.839286
0.406672,0.839286
0.405892,0.839286
0.405118,0.839286
0.404349,0.839286
0.403585,0.839286
0.402826,0.839286
0.402073,0.839286
